parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
6,2016-11-08 08:59:00,439,1.0,0,2,0,690,26.13795775,91.74099445
13,2016-11-08 08:59:00,829,1.0,0,2,0,3103,26.14749998,91.72797778
5,2016-11-08 08:59:00,296,1.0,0,2,0,470,26.14901995,91.7395035
3,2016-11-08 08:59:00,267,1.0,0,2,0,485,26.14004753,91.73097233
7,2016-11-08 08:59:00,483,1.0,0,2,0,1322,26.14754886,91.72799519
11,2016-11-08 08:59:00,2123,0.7,0,2,0,3883,26.14749943,91.72800489
9,2016-11-08 08:59:00,355,1.0,0,2,0,2803,26.14754061,91.72797041
12,2016-11-08 09:26:00,987,1.0,1,4,0,2937,26.14749053,91.72799688
13,2016-11-08 09:26:00,925,1.0,0,3,0,3103,26.14749998,91.72797778
0,2016-11-08 09:26:00,68,0.5,1,2,0,577,26.14453614,91.73617216
2,2016-11-08 09:26:00,446,1.0,0,2,0,687,20.0000347,78.00000286
4,2016-11-08 09:26:00,1108,1.5,0,2,0,1920,26.15050395,91.73353109
7,2016-11-08 09:26:00,534,1.0,0,3,0,1322,26.14754886,91.72799519
8,2016-11-08 09:26:00,980,1.0,1,4,0,2009,26.14747299,91.72804914
6,2016-11-08 09:26:00,492,1.0,0,2,0,690,26.13795775,91.74099445
1,2016-11-08 09:26:00,540,1.0,0,2,0,1200,26.14001386,91.73099967
9,2016-11-08 09:26:00,412,1.0,0,2,0,2803,26.14754061,91.72797041
10,2016-11-08 09:26:00,214,1.0,1,3,0,387,26.14449459,91.73620513
3,2016-11-08 09:26:00,281,0.7,0,2,0,485,26.14004753,91.73097233
5,2016-11-08 09:26:00,341,1.0,0,3,0,470,26.14901995,91.7395035
11,2016-11-08 09:26:00,2503,1.0,0,3,0,3883,26.14749943,91.72800489
3,2016-11-08 09:59:00,303,1.0,0,2,0,485,26.14004753,91.73097233
12,2016-11-08 09:59:00,1113,1.5,0,3,0,2937,26.14749053,91.72799688
13,2016-11-08 09:59:00,1038,1.0,0,3,0,3103,26.14749998,91.72797778
6,2016-11-08 09:59:00,546,0.7,0,2,0,690,26.13795775,91.74099445
0,2016-11-08 09:59:00,112,1.0,0,2,0,577,26.14453614,91.73617216
5,2016-11-08 09:59:00,395,0.5,0,3,0,470,26.14901995,91.7395035
1,2016-11-08 09:59:00,668,0.7,0,4,0,1200,26.14001386,91.73099967
4,2016-11-08 09:59:00,1294,1.0,0,3,0,1920,26.15050395,91.73353109
9,2016-11-08 09:59:00,500,0.7,0,2,0,2803,26.14754061,91.72797041
2,2016-11-08 09:59:00,508,1.0,0,3,0,687,20.0000347,78.00000286
11,2016-11-08 09:59:00,2934,1.0,0,3,0,3883,26.14749943,91.72800489
7,2016-11-08 09:59:00,631,1.0,0,2,0,1322,26.14754886,91.72799519
10,2016-11-08 09:59:00,273,1.0,0,3,0,387,26.14449459,91.73620513
8,2016-11-08 09:59:00,1139,0.7,0,2,0,2009,26.14747299,91.72804914
5,2016-11-08 10:33:00,424,1.5,1,4,0,470,26.14901995,91.7395035
3,2016-11-08 10:33:00,320,1.0,2,5,0,485,26.14004753,91.73097233
12,2016-11-08 10:33:00,1203,1.0,1,4,0,2937,26.14749053,91.72799688
4,2016-11-08 10:33:00,1385,0.7,1,5,0,1920,26.15050395,91.73353109
0,2016-11-08 10:33:00,150,1.0,1,3,0,577,26.14453614,91.73617216
7,2016-11-08 10:33:00,691,1.0,1,4,0,1322,26.14754886,91.72799519
11,2016-11-08 10:33:00,3159,0.5,1,5,0,3883,26.14749943,91.72800489
13,2016-11-08 10:33:00,1133,1.0,1,5,0,3103,26.14749998,91.72797778
10,2016-11-08 10:33:00,308,1.0,1,5,0,387,26.14449459,91.73620513
9,2016-11-08 10:33:00,551,0.7,1,4,0,2803,26.14754061,91.72797041
8,2016-11-08 10:33:00,1261,1.0,1,5,0,2009,26.14747299,91.72804914
2,2016-11-08 10:33:00,570,1.0,1,4,0,687,20.0000347,78.00000286
6,2016-11-08 10:33:00,575,0.5,2,6,0,690,26.13795775,91.74099445
1,2016-11-08 10:33:00,720,1.0,1,4,0,1200,26.14001386,91.73099967
4,2016-11-08 11:00:00,1449,1.0,1,6,0,1920,26.15050395,91.73353109
5,2016-11-08 11:00:00,449,1.5,1,5,0,470,26.14901995,91.7395035
11,2016-11-08 11:00:00,3276,1.0,1,7,0,3883,26.14749943,91.72800489
13,2016-11-08 11:00:00,1190,1.0,2,8,0,3103,26.14749998,91.72797778
10,2016-11-08 11:00:00,326,1.0,2,7,0,387,26.14449459,91.73620513
12,2016-11-08 11:00:00,1258,0.7,1,6,0,2937,26.14749053,91.72799688
7,2016-11-08 11:00:00,734,1.0,2,8,0,1322,26.14754886,91.72799519
8,2016-11-08 11:00:00,1341,1.0,1,6,0,2009,26.14747299,91.72804914
3,2016-11-08 11:00:00,332,1.0,1,5,0,485,26.14004753,91.73097233
6,2016-11-08 11:00:00,600,1.0,1,5,0,690,26.13795775,91.74099445
0,2016-11-08 11:00:00,178,0.7,1,5,0,577,26.14453614,91.73617216
2,2016-11-08 11:00:00,607,1.0,1,6,0,687,20.0000347,78.00000286
9,2016-11-08 11:00:00,577,1.0,1,5,0,2803,26.14754061,91.72797041
1,2016-11-08 11:00:00,767,1.0,2,8,0,1200,26.14001386,91.73099967
13,2016-11-08 11:33:00,1253,1.0,1,6,0,3103,26.14749998,91.72797778
4,2016-11-08 11:33:00,1489,1.0,1,7,0,1920,26.15050395,91.73353109
1,2016-11-08 11:33:00,798,1.5,1,6,0,1200,26.14001386,91.73099967
0,2016-11-08 11:33:00,196,1.0,1,4,0,577,26.14453614,91.73617216
5,2016-11-08 11:33:00,464,1.0,1,5,0,470,26.14901995,91.7395035
3,2016-11-08 11:33:00,333,1.0,1,5,0,485,26.14004753,91.73097233
11,2016-11-08 11:33:00,3336,1.0,1,6,0,3883,26.14749943,91.72800489
6,2016-11-08 11:33:00,682,0.7,2,8,0,690,26.13795775,91.74099445
10,2016-11-08 11:33:00,324,1.0,1,5,0,387,26.14449459,91.73620513
12,2016-11-08 11:33:00,1339,0.7,1,6,0,2937,26.14749053,91.72799688
9,2016-11-08 11:33:00,601,1.0,1,6,0,2803,26.14754061,91.72797041
8,2016-11-08 11:33:00,1380,0.7,1,6,0,2009,26.14747299,91.72804914
2,2016-11-08 11:33:00,643,1.5,1,5,0,687,20.0000347,78.00000286
7,2016-11-08 11:33:00,737,0.5,2,8,0,1322,26.14754886,91.72799519
10,2016-11-08 11:59:00,335,1.0,1,4,0,387,26.14449459,91.73620513
13,2016-11-08 11:59:00,1286,1.0,1,6,0,3103,26.14749998,91.72797778
4,2016-11-08 11:59:00,1517,1.0,1,6,0,1920,26.15050395,91.73353109
11,2016-11-08 11:59:00,3373,1.0,1,7,0,3883,26.14749943,91.72800489
9,2016-11-08 11:59:00,624,1.0,2,8,0,2803,26.14754061,91.72797041
2,2016-11-08 11:59:00,656,0.7,1,5,0,687,20.0000347,78.00000286
8,2016-11-08 11:59:00,1415,1.0,1,6,0,2009,26.14747299,91.72804914
5,2016-11-08 11:59:00,467,1.0,1,5,0,470,26.14901995,91.7395035
0,2016-11-08 11:59:00,236,1.0,1,5,0,577,26.14453614,91.73617216
7,2016-11-08 11:59:00,759,0.7,1,5,0,1322,26.14754886,91.72799519
12,2016-11-08 11:59:00,1355,1.0,1,6,0,2937,26.14749053,91.72799688
1,2016-11-08 11:59:00,812,0.7,1,6,0,1200,26.14001386,91.73099967
6,2016-11-08 11:59:00,679,1.0,1,6,0,690,26.13795775,91.74099445
3,2016-11-08 11:59:00,341,0.7,1,5,0,485,26.14004753,91.73097233
1,2016-11-08 12:27:00,818,1.5,1,6,0,1200,26.14001386,91.73099967
6,2016-11-08 12:27:00,679,1.5,2,8,0,690,26.13795775,91.74099445
8,2016-11-08 12:27:00,1426,1.0,2,10,0,2009,26.14747299,91.72804914
7,2016-11-08 12:27:00,772,0.7,2,9,0,1322,26.14754886,91.72799519
13,2016-11-08 12:27:00,1289,1.0,2,10,0,3103,26.14749998,91.72797778
5,2016-11-08 12:27:00,465,1.0,2,9,0,470,26.14901995,91.7395035
2,2016-11-08 12:27:00,654,0.7,2,9,0,687,20.0000347,78.00000286
4,2016-11-08 12:27:00,1521,1.0,2,10,0,1920,26.15050395,91.73353109
11,2016-11-08 12:27:00,3387,1.0,2,11,0,3883,26.14749943,91.72800489
9,2016-11-08 12:27:00,616,0.7,2,8,0,2803,26.14754061,91.72797041
0,2016-11-08 12:27:00,250,0.5,2,8,0,577,26.14453614,91.73617216
10,2016-11-08 12:27:00,328,1.0,2,7,0,387,26.14449459,91.73620513
3,2016-11-08 12:27:00,347,1.5,1,5,0,485,26.14004753,91.73097233
12,2016-11-08 12:27:00,1354,0.5,2,10,0,2937,26.14749053,91.72799688
8,2016-11-08 13:00:00,1476,1.0,2,8,0,2009,26.14747299,91.72804914
5,2016-11-08 13:00:00,459,1.0,2,8,0,470,26.14901995,91.7395035
7,2016-11-08 13:00:00,804,0.7,2,8,0,1322,26.14754886,91.72799519
9,2016-11-08 13:00:00,622,1.0,2,8,0,2803,26.14754061,91.72797041
6,2016-11-08 13:00:00,669,1.5,2,8,0,690,26.13795775,91.74099445
10,2016-11-08 13:00:00,333,1.0,2,7,0,387,26.14449459,91.73620513
1,2016-11-08 13:00:00,815,1.0,2,8,0,1200,26.14001386,91.73099967
12,2016-11-08 13:00:00,1360,1.0,2,8,0,2937,26.14749053,91.72799688
0,2016-11-08 13:00:00,253,1.0,2,7,0,577,26.14453614,91.73617216
13,2016-11-08 13:00:00,1322,1.0,2,9,0,3103,26.14749998,91.72797778
11,2016-11-08 13:00:00,3367,1.0,1,7,0,3883,26.14749943,91.72800489
4,2016-11-08 13:00:00,1514,1.0,2,9,0,1920,26.15050395,91.73353109
2,2016-11-08 13:00:00,672,0.5,2,7,0,687,20.0000347,78.00000286
3,2016-11-08 13:00:00,361,0.5,2,7,0,485,26.14004753,91.73097233
12,2016-11-08 13:34:00,1370,1.0,2,9,0,2937,26.14749053,91.72799688
3,2016-11-08 13:34:00,357,1.0,2,7,0,485,26.14004753,91.73097233
8,2016-11-08 13:34:00,1479,0.7,2,9,0,2009,26.14747299,91.72804914
9,2016-11-08 13:34:00,625,1.0,2,7,0,2803,26.14754061,91.72797041
6,2016-11-08 13:34:00,673,1.0,2,7,0,690,26.13795775,91.74099445
2,2016-11-08 13:34:00,672,0.7,2,8,0,687,20.0000347,78.00000286
11,2016-11-08 13:34:00,3316,0.7,2,10,0,3883,26.14749943,91.72800489
10,2016-11-08 13:34:00,340,0.7,2,7,0,387,26.14449459,91.73620513
1,2016-11-08 13:34:00,806,1.0,2,8,0,1200,26.14001386,91.73099967
0,2016-11-08 13:34:00,237,0.7,2,7,0,577,26.14453614,91.73617216
4,2016-11-08 13:34:00,1481,0.7,2,8,0,1920,26.15050395,91.73353109
13,2016-11-08 13:34:00,1314,0.5,2,9,0,3103,26.14749998,91.72797778
5,2016-11-08 13:34:00,462,1.0,2,7,0,470,26.14901995,91.7395035
7,2016-11-08 13:34:00,807,1.5,2,8,0,1322,26.14754886,91.72799519
6,2016-11-08 13:53:00,677,0.7,1,6,0,690,26.13795775,91.74099445
9,2016-11-08 14:00:00,629,1.0,2,6,0,2803,26.14754061,91.72797041
10,2016-11-08 14:00:00,339,0.7,1,4,0,387,26.14449459,91.73620513
13,2016-11-08 14:00:00,1318,1.5,1,4,0,3103,26.14749998,91.72797778
8,2016-11-08 14:00:00,1479,1.0,1,5,0,2009,26.14747299,91.72804914
5,2016-11-08 14:00:00,468,1.0,1,4,0,470,26.14901995,91.7395035
11,2016-11-08 14:00:00,3309,1.0,1,6,0,3883,26.14749943,91.72800489
4,2016-11-08 14:00:00,1473,1.0,1,5,0,1920,26.15050395,91.73353109
12,2016-11-08 14:00:00,1373,0.7,1,5,0,2937,26.14749053,91.72799688
0,2016-11-08 14:00:00,223,0.7,1,3,0,577,26.14453614,91.73617216
3,2016-11-08 14:00:00,357,1.0,1,5,0,485,26.14004753,91.73097233
7,2016-11-08 14:00:00,808,0.7,1,4,0,1322,26.14754886,91.72799519
2,2016-11-08 14:00:00,671,1.0,1,4,0,687,20.0000347,78.00000286
1,2016-11-08 14:00:00,803,0.5,1,4,0,1200,26.14001386,91.73099967
4,2016-11-08 14:26:00,1424,1.0,1,5,0,1920,26.15050395,91.73353109
13,2016-11-08 14:26:00,1278,1.0,1,4,0,3103,26.14749998,91.72797778
10,2016-11-08 14:26:00,324,1.5,1,4,0,387,26.14449459,91.73620513
2,2016-11-08 14:26:00,653,0.7,1,4,0,687,20.0000347,78.00000286
5,2016-11-08 14:26:00,446,1.5,1,3,0,470,26.14901995,91.7395035
3,2016-11-08 14:26:00,351,1.0,1,4,0,485,26.14004753,91.73097233
9,2016-11-08 14:26:00,598,0.7,1,4,0,2803,26.14754061,91.72797041
12,2016-11-08 14:26:00,1322,1.0,1,5,0,2937,26.14749053,91.72799688
8,2016-11-08 14:26:00,1434,0.7,1,5,0,2009,26.14747299,91.72804914
1,2016-11-08 14:26:00,766,1.0,1,4,0,1200,26.14001386,91.73099967
7,2016-11-08 14:26:00,781,1.0,1,4,0,1322,26.14754886,91.72799519
6,2016-11-08 14:26:00,647,1.0,1,4,0,690,26.13795775,91.74099445
11,2016-11-08 14:26:00,3229,0.5,1,5,0,3883,26.14749943,91.72800489
0,2016-11-08 14:26:00,196,0.5,1,3,0,577,26.14453614,91.73617216
7,2016-11-08 15:00:00,771,0.5,1,3,0,1322,26.14754886,91.72799519
11,2016-11-08 15:00:00,3146,0.5,1,4,0,3883,26.14749943,91.72800489
10,2016-11-08 15:00:00,317,0.7,1,2,0,387,26.14449459,91.73620513
1,2016-11-08 15:00:00,729,1.0,1,3,0,1200,26.14001386,91.73099967
8,2016-11-08 15:00:00,1407,0.7,1,4,0,2009,26.14747299,91.72804914
6,2016-11-08 15:00:00,629,1.0,1,3,0,690,26.13795775,91.74099445
13,2016-11-08 15:00:00,1250,0.7,1,4,0,3103,26.14749998,91.72797778
3,2016-11-08 15:00:00,352,1.0,1,3,0,485,26.14004753,91.73097233
2,2016-11-08 15:00:00,636,1.0,1,3,0,687,20.0000347,78.00000286
9,2016-11-08 15:00:00,579,1.5,1,3,0,2803,26.14754061,91.72797041
4,2016-11-08 15:00:00,1374,1.0,1,3,0,1920,26.15050395,91.73353109
5,2016-11-08 15:00:00,435,1.5,2,4,0,470,26.14901995,91.7395035
0,2016-11-08 15:00:00,163,1.5,2,3,0,577,26.14453614,91.73617216
12,2016-11-08 15:00:00,1300,1.5,1,4,0,2937,26.14749053,91.72799688
0,2016-11-08 15:33:00,144,0.7,0,2,0,577,26.14453614,91.73617216
4,2016-11-08 15:33:00,1280,1.0,0,3,0,1920,26.15050395,91.73353109
3,2016-11-08 15:33:00,336,0.7,1,3,0,485,26.14004753,91.73097233
10,2016-11-08 15:33:00,292,1.5,0,2,0,387,26.14449459,91.73620513
7,2016-11-08 15:33:00,714,0.7,0,2,0,1322,26.14754886,91.72799519
5,2016-11-08 15:33:00,424,1.0,1,4,0,470,26.14901995,91.7395035
11,2016-11-08 15:33:00,2945,0.5,0,3,0,3883,26.14749943,91.72800489
1,2016-11-08 15:33:00,673,1.5,0,2,0,1200,26.14001386,91.73099967
13,2016-11-08 15:33:00,1183,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-11-08 15:33:00,609,1.0,0,3,0,690,26.13795775,91.74099445
12,2016-11-08 15:33:00,1237,1.5,1,4,0,2937,26.14749053,91.72799688
9,2016-11-08 15:33:00,546,1.0,0,2,0,2803,26.14754061,91.72797041
8,2016-11-08 15:33:00,1307,1.0,0,3,0,2009,26.14747299,91.72804914
2,2016-11-08 15:33:00,593,1.0,0,3,0,687,20.0000347,78.00000286
9,2016-11-08 16:01:00,511,1.5,0,2,0,2803,26.14754061,91.72797041
2,2016-11-08 16:01:00,562,1.0,0,2,0,687,20.0000347,78.00000286
0,2016-11-08 16:01:00,127,1.0,0,2,0,577,26.14453614,91.73617216
13,2016-11-08 16:01:00,1131,0.7,0,2,0,3103,26.14749998,91.72797778
8,2016-11-08 16:01:00,1234,1.5,0,2,0,2009,26.14747299,91.72804914
3,2016-11-08 16:01:00,322,1.0,0,2,0,485,26.14004753,91.73097233
4,2016-11-08 16:01:00,1195,0.5,0,3,0,1920,26.15050395,91.73353109
5,2016-11-08 16:01:00,395,1.0,0,2,0,470,26.14901995,91.7395035
10,2016-11-08 16:01:00,264,0.7,1,2,0,387,26.14449459,91.73620513
1,2016-11-08 16:01:00,629,1.5,0,2,0,1200,26.14001386,91.73099967
6,2016-11-08 16:01:00,561,1.5,0,3,0,690,26.13795775,91.74099445
12,2016-11-08 16:01:00,1147,1.0,0,2,0,2937,26.14749053,91.72799688
11,2016-11-08 16:01:00,2731,0.7,0,3,0,3883,26.14749943,91.72800489
7,2016-11-08 16:01:00,672,1.0,1,2,0,1322,26.14754886,91.72799519
5,2016-11-08 16:34:00,351,1.0,1,2,0,470,26.14901995,91.7395035
1,2016-11-08 16:34:00,550,1.5,0,2,0,1200,26.14001386,91.73099967
9,2016-11-08 16:34:00,488,1.5,0,2,0,2803,26.14754061,91.72797041
4,2016-11-08 16:34:00,1026,0.5,1,3,0,1920,26.15050395,91.73353109
8,2016-11-08 16:34:00,1094,1.0,0,3,0,2009,26.14747299,91.72804914
11,2016-11-08 16:34:00,2363,0.7,0,3,0,3883,26.14749943,91.72800489
7,2016-11-08 16:34:00,600,0.5,0,2,0,1322,26.14754886,91.72799519
13,2016-11-08 16:34:00,1032,1.0,0,2,0,3103,26.14749998,91.72797778
3,2016-11-08 16:34:00,291,1.0,0,2,0,485,26.14004753,91.73097233
10,2016-11-08 16:34:00,241,1.0,0,2,0,387,26.14449459,91.73620513
6,2016-11-08 16:34:00,504,1.5,0,2,0,690,26.13795775,91.74099445
12,2016-11-08 16:34:00,1036,1.0,0,2,0,2937,26.14749053,91.72799688
2,2016-11-08 16:34:00,494,1.0,0,2,0,687,20.0000347,78.00000286
0,2016-11-08 16:34:00,106,1.0,0,1,0,577,26.14453614,91.73617216
1,2016-11-09 08:00:00,215,0.7,0,2,0,1200,26.14001386,91.73099967
7,2016-11-09 08:00:00,425,1.0,0,2,0,1322,26.14754886,91.72799519
6,2016-11-09 08:00:00,176,0.7,0,2,0,690,26.13795775,91.74099445
0,2016-11-09 08:00:00,32,0.5,0,1,0,577,26.14453614,91.73617216
11,2016-11-09 08:00:00,1191,1.0,0,2,0,3883,26.14749943,91.72800489
4,2016-11-09 08:00:00,580,1.0,0,2,0,1920,26.15050395,91.73353109
9,2016-11-09 08:00:00,206,1.0,1,2,0,2803,26.14754061,91.72797041
13,2016-11-09 08:00:00,669,0.5,0,2,0,3103,26.14749998,91.72797778
8,2016-11-09 08:00:00,757,1.0,0,2,0,2009,26.14747299,91.72804914
2,2016-11-09 08:00:00,332,1.0,0,2,0,687,20.0000347,78.00000286
10,2016-11-09 08:00:00,135,0.5,0,2,0,387,26.14449459,91.73620513
3,2016-11-09 08:00:00,266,1.0,0,2,0,485,26.14004753,91.73097233
5,2016-11-09 08:00:00,157,1.0,0,2,0,470,26.14901995,91.7395035
12,2016-11-09 08:00:00,577,1.0,0,3,0,2937,26.14749053,91.72799688
9,2016-11-09 08:27:00,253,1.0,0,1,0,2803,26.14754061,91.72797041
6,2016-11-09 08:27:00,226,1.5,0,2,0,690,26.13795775,91.74099445
2,2016-11-09 08:27:00,358,1.0,0,2,0,687,20.0000347,78.00000286
4,2016-11-09 08:27:00,724,1.0,0,2,0,1920,26.15050395,91.73353109
12,2016-11-09 08:27:00,650,1.0,0,2,0,2937,26.14749053,91.72799688
3,2016-11-09 08:27:00,271,1.5,1,3,0,485,26.14004753,91.73097233
0,2016-11-09 08:27:00,37,1.0,0,1,0,577,26.14453614,91.73617216
7,2016-11-09 08:27:00,451,1.0,0,2,0,1322,26.14754886,91.72799519
10,2016-11-09 08:27:00,153,1.0,0,1,0,387,26.14449459,91.73620513
1,2016-11-09 08:27:00,300,0.5,0,2,0,1200,26.14001386,91.73099967
11,2016-11-09 08:27:00,1586,1.0,0,2,0,3883,26.14749943,91.72800489
8,2016-11-09 08:27:00,809,0.7,0,2,0,2009,26.14747299,91.72804914
5,2016-11-09 08:27:00,207,1.0,0,1,0,470,26.14901995,91.7395035
13,2016-11-09 08:27:00,729,1.0,1,3,0,3103,26.14749998,91.72797778
13,2016-11-09 09:00:00,841,1.0,0,3,0,3103,26.14749998,91.72797778
2,2016-11-09 09:00:00,397,0.7,0,3,0,687,20.0000347,78.00000286
10,2016-11-09 09:00:00,181,1.0,0,1,0,387,26.14449459,91.73620513
11,2016-11-09 09:00:00,2127,1.0,1,3,0,3883,26.14749943,91.72800489
9,2016-11-09 09:00:00,342,1.5,1,3,0,2803,26.14754061,91.72797041
7,2016-11-09 09:00:00,492,1.0,0,2,0,1322,26.14754886,91.72799519
12,2016-11-09 09:00:00,792,1.0,0,3,0,2937,26.14749053,91.72799688
1,2016-11-09 09:00:00,420,1.0,0,2,0,1200,26.14001386,91.73099967
8,2016-11-09 09:00:00,889,1.0,0,3,0,2009,26.14747299,91.72804914
3,2016-11-09 09:00:00,283,1.0,1,3,0,485,26.14004753,91.73097233
5,2016-11-09 09:00:00,309,1.0,0,2,0,470,26.14901995,91.7395035
0,2016-11-09 09:00:00,43,1.0,0,2,0,577,26.14453614,91.73617216
4,2016-11-09 09:00:00,910,1.0,1,3,0,1920,26.15050395,91.73353109
6,2016-11-09 09:00:00,328,1.5,0,2,0,690,26.13795775,91.74099445
1,2016-11-09 09:34:00,553,1.5,0,2,0,1200,26.14001386,91.73099967
8,2016-11-09 09:34:00,1025,1.0,0,2,0,2009,26.14747299,91.72804914
12,2016-11-09 09:34:00,928,1.0,0,3,0,2937,26.14749053,91.72799688
5,2016-11-09 09:34:00,372,0.7,0,3,0,470,26.14901995,91.7395035
13,2016-11-09 09:34:00,943,1.0,0,3,0,3103,26.14749998,91.72797778
11,2016-11-09 09:34:00,2612,1.0,0,3,0,3883,26.14749943,91.72800489
0,2016-11-09 09:34:00,61,1.0,0,2,0,577,26.14453614,91.73617216
10,2016-11-09 09:34:00,233,1.0,0,2,0,387,26.14449459,91.73620513
2,2016-11-09 09:34:00,450,1.0,0,3,0,687,20.0000347,78.00000286
7,2016-11-09 09:34:00,575,0.7,0,3,0,1322,26.14754886,91.72799519
3,2016-11-09 09:34:00,304,1.0,0,2,0,485,26.14004753,91.73097233
4,2016-11-09 09:34:00,1120,1.5,0,3,0,1920,26.15050395,91.73353109
9,2016-11-09 09:34:00,422,0.7,0,3,0,2803,26.14754061,91.72797041
6,2016-11-09 09:34:00,391,1.0,0,2,0,690,26.13795775,91.74099445
3,2016-11-09 09:54:00,315,1.0,0,3,0,485,26.14004753,91.73097233
4,2016-11-09 10:00:00,1241,1.0,0,4,0,1920,26.15050395,91.73353109
5,2016-11-09 10:00:00,410,0.7,0,3,0,470,26.14901995,91.7395035
12,2016-11-09 10:00:00,999,1.0,0,4,0,2937,26.14749053,91.72799688
10,2016-11-09 10:00:00,252,1.0,0,3,0,387,26.14449459,91.73620513
13,2016-11-09 10:00:00,1028,0.7,0,3,0,3103,26.14749998,91.72797778
11,2016-11-09 10:00:00,2909,1.0,0,4,0,3883,26.14749943,91.72800489
0,2016-11-09 10:00:00,88,1.5,0,2,0,577,26.14453614,91.73617216
7,2016-11-09 10:00:00,619,1.0,0,4,0,1322,26.14754886,91.72799519
1,2016-11-09 10:00:00,624,1.0,0,3,0,1200,26.14001386,91.73099967
8,2016-11-09 10:00:00,1121,1.0,0,4,0,2009,26.14747299,91.72804914
6,2016-11-09 10:00:00,429,1.0,0,3,0,690,26.13795775,91.74099445
2,2016-11-09 10:00:00,502,1.0,0,4,0,687,20.0000347,78.00000286
9,2016-11-09 10:00:00,460,1.0,1,4,0,2803,26.14754061,91.72797041
6,2016-11-09 10:27:00,443,1.0,0,3,0,690,26.13795775,91.74099445
0,2016-11-09 10:27:00,107,1.0,0,3,0,577,26.14453614,91.73617216
12,2016-11-09 10:27:00,1046,1.0,0,4,0,2937,26.14749053,91.72799688
4,2016-11-09 10:27:00,1331,0.5,1,5,0,1920,26.15050395,91.73353109
13,2016-11-09 10:27:00,1093,1.0,0,4,0,3103,26.14749998,91.72797778
1,2016-11-09 10:27:00,671,1.0,0,3,0,1200,26.14001386,91.73099967
9,2016-11-09 10:27:00,497,1.5,0,3,0,2803,26.14754061,91.72797041
5,2016-11-09 10:27:00,424,0.7,0,4,0,470,26.14901995,91.7395035
11,2016-11-09 10:27:00,3085,1.0,0,4,0,3883,26.14749943,91.72800489
2,2016-11-09 10:27:00,549,1.0,0,3,0,687,20.0000347,78.00000286
7,2016-11-09 10:27:00,665,1.0,0,4,0,1322,26.14754886,91.72799519
3,2016-11-09 10:27:00,325,0.5,0,3,0,485,26.14004753,91.73097233
8,2016-11-09 10:27:00,1214,1.0,0,4,0,2009,26.14747299,91.72804914
10,2016-11-09 10:27:00,278,0.7,0,4,0,387,26.14449459,91.73620513
3,2016-11-09 10:54:00,337,1.5,1,4,0,485,26.14004753,91.73097233
11,2016-11-09 11:00:00,3206,1.0,1,7,0,3883,26.14749943,91.72800489
12,2016-11-09 11:00:00,1106,1.0,1,6,0,2937,26.14749053,91.72799688
13,2016-11-09 11:00:00,1166,1.0,1,6,0,3103,26.14749998,91.72797778
0,2016-11-09 11:00:00,130,0.5,1,4,0,577,26.14453614,91.73617216
7,2016-11-09 11:00:00,710,1.0,2,8,0,1322,26.14754886,91.72799519
6,2016-11-09 11:00:00,468,0.7,2,8,0,690,26.13795775,91.74099445
4,2016-11-09 11:00:00,1368,0.7,1,7,0,1920,26.15050395,91.73353109
8,2016-11-09 11:00:00,1303,1.0,1,7,0,2009,26.14747299,91.72804914
2,2016-11-09 11:00:00,593,0.7,1,5,0,687,20.0000347,78.00000286
9,2016-11-09 11:00:00,525,0.5,1,5,0,2803,26.14754061,91.72797041
1,2016-11-09 11:00:00,707,1.0,1,5,0,1200,26.14001386,91.73099967
5,2016-11-09 11:00:00,449,1.0,1,5,0,470,26.14901995,91.7395035
10,2016-11-09 11:00:00,295,1.0,1,4,0,387,26.14449459,91.73620513
5,2016-11-09 11:27:00,461,1.5,1,6,0,470,26.14901995,91.7395035
7,2016-11-09 11:27:00,752,1.0,1,6,0,1322,26.14754886,91.72799519
1,2016-11-09 11:27:00,711,0.7,1,5,0,1200,26.14001386,91.73099967
2,2016-11-09 11:27:00,608,0.7,1,5,0,687,20.0000347,78.00000286
12,2016-11-09 11:27:00,1149,1.0,1,5,0,2937,26.14749053,91.72799688
3,2016-11-09 11:27:00,358,1.0,1,5,0,485,26.14004753,91.73097233
0,2016-11-09 11:27:00,151,0.7,1,4,0,577,26.14453614,91.73617216
4,2016-11-09 11:27:00,1376,1.5,1,6,0,1920,26.15050395,91.73353109
6,2016-11-09 11:27:00,480,0.7,2,7,0,690,26.13795775,91.74099445
9,2016-11-09 11:27:00,559,1.0,1,6,0,2803,26.14754061,91.72797041
10,2016-11-09 11:27:00,311,0.5,1,5,0,387,26.14449459,91.73620513
11,2016-11-09 11:27:00,3223,0.5,1,7,0,3883,26.14749943,91.72800489
8,2016-11-09 11:27:00,1360,1.0,1,6,0,2009,26.14747299,91.72804914
13,2016-11-09 11:27:00,1214,1.0,1,5,0,3103,26.14749998,91.72797778
5,2016-11-09 12:00:00,465,1.0,1,6,0,470,26.14901995,91.7395035
3,2016-11-09 12:00:00,359,1.5,2,8,0,485,26.14004753,91.73097233
0,2016-11-09 12:00:00,152,0.7,2,6,0,577,26.14453614,91.73617216
